14117,Sophia Jones,"""44 Cedar Lane, Dublin""",2025-08-21 12:05:58.0000000,COLLECTIONS,PRIME_D
14184,Olivia Jones,"""24 Oak Street, Dublin""",2025-10-07 23:11:09.0000000,SETTLED,SETTLED
14567,Sophia Davis,"""52 Elm Street, Belfast""",2025-10-29 23:35:36.0000000,OTHER,ARCHIVED
14671,Michael Rodriguez,"""133 Pine Road, Sligo""",2025-10-23 05:17:07.0000000,INSOLVENCY,INS4
14961,John Davis,"""179 Riverside Drive, Dublin""",2025-11-10 06:47:43.0000000,SETTLED,SETTLED
15004,Sarah Martinez,"""4 Hillcrest Road, Limerick""",2025-11-26 01:31:07.0000000,SETTLED,SETTLED
15248,Maria Martinez,"""86 Elm Street, Belfast""",2025-11-01 11:43:56.0000000,PAYING,PAY PROP
15680,John Miller,"""125 Sunset Boulevard, Sligo""",2025-07-16 01:45:15.0000000,LEGAL,LEG_NOT
15757,Sophia Williams,"""79 Sunset Boulevard, Dublin""",2025-10-31 13:28:31.0000000,SETTLED,SETTLED
16077,Alex Jones,"""35 Riverside Drive, Waterford""",2025-11-21 16:18:50.0000000,LEGAL,LEG VERIF 2
16198,Laura Williams,"""167 Elm Street, Limerick""",2025-10-21 12:09:28.0000000,INSOLVENCY,INSP
16402,Sarah Rodriguez,"""146 Maple Avenue, Limerick""",2025-10-07 00:22:43.0000000,TRACE,GONEAWAY
16628,Sarah Rodriguez,"""164 Pine Road, Galway""",2025-09-24 10:22:20.0000000,INSOLVENCY,INS4
16913,Laura Smith,"""142 Riverside Drive, Cork""",2025-10-27 00:31:25.0000000,TRACE,GONEAWAY
17232,Laura Wilson,"""71 Cedar Lane, Waterford""",2025-09-01 20:42:38.0000000,INSOLVENCY,INS2
17320,Maria Martinez,"""117 Sunset Boulevard, Belfast""",2025-11-20 11:52:32.0000000,COLLECTIONS,CASSIST2
17346,Daniel Wilson,"""37 Riverside Drive, Limerick""",2025-11-23 12:22:31.0000000,COLLECTIONS,CANCEL4
17413,Emma Martinez,"""195 Riverside Drive, Kilkenny""",2025-10-13 10:44:33.0000000,SETTLED,SETTLED
17670,Daniel Smith,"""186 Hillcrest Road, Cork""",2025-09-15 20:13:53.0000000,INSOLVENCY,INS4
17821,Daniel Williams,"""88 Cedar Lane, Limerick""",2025-08-01 18:33:33.0000000,PAYING,PAY CURR
17880,Emma Davis,"""52 Pine Road, Cork""",2025-10-25 15:59:56.0000000,COLLECTIONS,CANCEL2
17948,Alex Martinez,"""128 Riverside Drive, Kilkenny""",2025-09-24 19:27:58.0000000,TRACE,GONEAWAY
17993,Alex Smith,"""170 Sunset Boulevard, Belfast""",2025-11-20 12:01:04.0000000,COLLECTIONS,CASSIST2
18486,Olivia Rodriguez,"""20 Oak Street, Dublin""",2025-09-22 14:57:12.0000000,LEGAL,LEG VERIF 1
18838,Alex Martinez,"""163 Elm Street, Limerick""",2025-08-25 03:26:09.0000000,INSOLVENCY,INS4
19086,Laura Brown,"""88 Cedar Lane, Sligo""",2025-11-20 09:34:46.0000000,SETTLED,SETTLED
19099,Michael Smith,"""93 Pine Road, Waterford""",2025-11-03 17:03:19.0000000,LEGAL,LEG_TIT
19372,Michael Johnson,"""33 Maple Avenue, Belfast""",2025-11-20 23:15:53.0000000,OTHER,ARCHIVED
19413,Sophia Jones,"""52 Sunset Boulevard, Limerick""",2025-11-26 19:05:06.0000000,PAYING,PAY CURR
19523,Michael Wilson,"""179 Elm Street, Sligo""",2025-11-23 04:13:42.0000000,COLLECTIONS,CANCEL4
19675,James Davis,"""154 Hillcrest Road, Dublin""",2025-10-13 08:52:12.0000000,SETTLED,SETTLED
19949,David Garcia,"""166 Hillcrest Road, Sligo""",2025-11-09 01:08:34.0000000,PAYING,PAY CURR
19986,Alex Smith,"""130 Oak Street, Galway""",2025-11-10 05:18:49.0000000,LEGAL,LEG_NOT
20233,Michael Davis,"""60 Riverside Drive, Belfast""",2025-11-05 03:17:18.0000000,PAYING,PAY CURR
20307,James Williams,"""149 Riverside Drive, Limerick""",2025-10-19 19:38:50.0000000,COLLECTIONS,CASSIST2
20457,Maria Jones,"""172 Elm Street, Sligo""",2025-11-06 08:58:45.0000000,PAYING,PAY PROP
20507,Olivia Rodriguez,"""17 Maple Avenue, Dublin""",2025-10-18 02:33:31.0000000,LEGAL,HOLD FO
21399,David Williams,"""41 Pine Road, Sligo""",2025-10-29 10:15:45.0000000,TRACE,GONEAWAY
21415,David Jones,"""172 Maple Avenue, Kilkenny""",2025-11-26 09:39:41.0000000,COLLECTIONS,CASSIST2
21418,Sarah Miller,"""81 Riverside Drive, Galway""",2025-11-20 12:36:43.0000000,INSOLVENCY,INS1
21453,John Garcia,"""90 Sunset Boulevard, Waterford""",2025-11-23 18:14:03.0000000,LEGAL,LEG VERIF 2
21489,Daniel Jones,"""50 Riverside Drive, Galway""",2025-08-26 02:12:51.0000000,LEGAL,LEG VERIF 2
21698,Emma Miller,"""48 Cedar Lane, Dublin""",2025-06-07 10:20:20.0000000,INSOLVENCY,INS2
21707,Michael Rodriguez,"""81 Pine Road, Dublin""",2025-07-08 05:55:29.0000000,OTHER,ARCHIVED
22047,James Jones,"""37 Sunset Boulevard, Belfast""",2025-11-20 02:24:24.0000000,LEGAL,HOLD FO
22367,Maria Martinez,"""51 Elm Street, Dublin""",2025-08-24 00:58:46.0000000,COLLECTIONS,PRIME_D
22385,Sarah Davis,"""64 Sunset Boulevard, Dublin""",2025-11-10 11:04:26.0000000,INSOLVENCY,INS1
23382,David Garcia,"""142 Hillcrest Road, Galway""",2025-09-06 21:11:40.0000000,OTHER,ARCHIVED
23780,David Williams,"""197 Hillcrest Road, Cork""",2025-10-21 23:29:16.0000000,PAYING,PAY CURR
23982,James Jones,"""81 Pine Road, Kilkenny""",2025-11-08 00:09:21.0000000,SETTLED,SETTLED
24213,Alex Williams,"""139 Elm Street, Belfast""",2025-11-14 09:17:21.0000000,OTHER,ARCHIVED
24762,Laura Williams,"""139 Sunset Boulevard, Sligo""",2025-09-23 03:58:46.0000000,INSOLVENCY,INS3
24815,Laura Garcia,"""134 Riverside Drive, Kilkenny""",2025-08-25 19:24:07.0000000,INSOLVENCY,INSP
25000,Maria Martinez,"""48 Elm Street, Galway""",2025-10-14 23:48:24.0000000,OTHER,ARCHIVED
25073,John Davis,"""156 Elm Street, Galway""",2025-11-12 13:16:57.0000000,LEGAL,LEG VERIF 2
25633,Daniel Williams,"""32 Sunset Boulevard, Sligo""",2025-09-16 12:17:54.0000000,SETTLED,SETTLED
25635,David Martinez,"""75 Maple Avenue, Galway""",2025-09-22 17:38:31.0000000,SETTLED,SETTLED
25726,Olivia Davis,"""144 Riverside Drive, Galway""",2025-09-15 07:39:16.0000000,OTHER,ARCHIVED
25733,David Brown,"""63 Sunset Boulevard, Kilkenny""",2025-09-13 09:18:59.0000000,SETTLED,SETTLED
26066,James Jones,"""161 Pine Road, Waterford""",2025-11-15 04:49:30.0000000,INSOLVENCY,INSP
26096,Sarah Jones,"""154 Elm Street, Sligo""",2025-10-05 15:51:51.0000000,OTHER,ARCHIVED
26168,Maria Williams,"""120 Cedar Lane, Belfast""",2025-11-03 10:47:42.0000000,PAYING,PAY CURR
26232,Daniel Davis,"""106 Pine Road, Belfast""",2025-10-06 01:40:15.0000000,COLLECTIONS,PRIME_D
26514,Sophia Smith,"""135 Sunset Boulevard, Limerick""",2025-09-01 17:41:08.0000000,PAYING,PAY CURR
26686,James Johnson,"""43 Riverside Drive, Waterford""",2025-11-12 17:58:03.0000000,TRACE,GONEAWAY
26696,Sarah Rodriguez,"""73 Maple Avenue, Kilkenny""",2025-09-07 02:12:39.0000000,PAYING,PAY CURR
26742,Laura Miller,"""18 Maple Avenue, Waterford""",2025-11-23 07:43:43.0000000,SETTLED,SETTLED
26918,Alex Miller,"""81 Hillcrest Road, Belfast""",2025-11-09 05:31:29.0000000,SETTLED,SETTLED
27223,Sophia Rodriguez,"""165 Cedar Lane, Kilkenny""",2025-11-23 21:54:53.0000000,PAYING,PAY PROP
27482,Sophia Smith,"""93 Elm Street, Dublin""",2025-10-25 07:57:38.0000000,LEGAL,LEG_NOT
27497,John Garcia,"""165 Maple Avenue, Limerick""",2025-10-23 07:25:38.0000000,TRACE,GONEAWAY
27543,John Jones,"""90 Elm Street, Kilkenny""",2025-09-21 13:10:37.0000000,COLLECTIONS,TELSOLUTIONS1
27620,Daniel Wilson,"""79 Sunset Boulevard, Sligo""",2025-11-23 09:35:18.0000000,OTHER,ARCHIVED
27789,Laura Johnson,"""199 Riverside Drive, Limerick""",2025-08-26 09:34:12.0000000,COLLECTIONS,PRIME_D
27800,Olivia Davis,"""28 Sunset Boulevard, Waterford""",2025-11-18 10:54:07.0000000,PAYING,PAY CURR
28382,Daniel Miller,"""64 Maple Avenue, Kilkenny""",2025-10-13 08:38:08.0000000,TRACE,GONEAWAY
28442,Emma Rodriguez,"""145 Elm Street, Dublin""",2025-10-04 12:33:55.0000000,PAYING,PAY CURR
28504,Maria Jones,"""169 Oak Street, Sligo""",2025-11-21 10:53:20.0000000,TRACE,GONEAWAY
29210,David Brown,"""69 Oak Street, Kilkenny""",2025-11-26 08:30:49.0000000,TRACE,GONEAWAY
29593,Laura Jones,"""9 Cedar Lane, Dublin""",2025-11-23 23:36:45.0000000,INSOLVENCY,INSP
29600,Daniel Martinez,"""184 Elm Street, Limerick""",2025-07-14 04:20:31.0000000,OTHER,ARCHIVED
29623,James Smith,"""134 Riverside Drive, Waterford""",2025-08-21 20:18:29.0000000,SETTLED,SETTLED
29836,John Johnson,"""74 Sunset Boulevard, Waterford""",2025-10-01 16:22:53.0000000,COLLECTIONS,TELSOLUTIONS4
30496,John Wilson,"""28 Riverside Drive, Galway""",2025-11-26 20:52:22.0000000,OTHER,ARCHIVED
30531,Sarah Garcia,"""107 Sunset Boulevard, Waterford""",2025-11-10 05:45:16.0000000,TRACE,GONEAWAY
30746,Alex Miller,"""32 Oak Street, Cork""",2025-11-24 19:38:15.0000000,INSOLVENCY,INS3
30817,Daniel Johnson,"""134 Hillcrest Road, Limerick""",2025-10-28 20:26:40.0000000,LEGAL,LEG_TIT
30943,Sarah Brown,"""85 Sunset Boulevard, Dublin""",2025-11-07 07:13:04.0000000,INSOLVENCY,INS3
31172,Olivia Smith,"""102 Sunset Boulevard, Dublin""",2025-08-04 09:03:05.0000000,TRACE,GONEAWAY
31233,Daniel Wilson,"""55 Maple Avenue, Waterford""",2025-11-12 11:32:37.0000000,PAYING,PAY CURR
31463,Sarah Garcia,"""113 Hillcrest Road, Galway""",2025-08-26 12:07:03.0000000,OTHER,ARCHIVED
31527,Sarah Garcia,"""145 Oak Street, Kilkenny""",2025-11-10 19:09:22.0000000,SETTLED,SETTLED
31658,Alex Wilson,"""73 Riverside Drive, Cork""",2025-10-17 17:15:32.0000000,OTHER,ARCHIVED
31903,Alex Brown,"""183 Cedar Lane, Waterford""",2025-11-01 16:54:56.0000000,OTHER,ARCHIVED
31933,David Williams,"""15 Elm Street, Cork""",2025-10-31 15:58:20.0000000,SETTLED,SETTLED
32252,Michael Brown,"""111 Elm Street, Belfast""",2025-10-05 00:30:11.0000000,TRACE,GONEAWAY
32283,James Johnson,"""41 Pine Road, Cork""",2025-11-22 05:37:19.0000000,SETTLED,SETTLED
32552,Sophia Smith,"""145 Cedar Lane, Cork""",2025-09-22 00:01:16.0000000,LEGAL,HOLD FO
32687,Michael Wilson,"""97 Cedar Lane, Dublin""",2025-10-23 12:02:28.0000000,PAYING,PAY CURR
32832,Sophia Davis,"""68 Sunset Boulevard, Limerick""",2025-11-23 12:14:14.0000000,INSOLVENCY,INSP
32998,James Wilson,"""1 Elm Street, Galway""",2025-11-11 19:37:34.0000000,TRACE,GONEAWAY
33057,Olivia Jones,"""21 Hillcrest Road, Cork""",2025-11-26 05:38:25.0000000,PAYING,PAY PROP
33347,David Jones,"""157 Sunset Boulevard, Sligo""",2025-10-20 13:51:42.0000000,OTHER,ARCHIVED
33376,Emma Smith,"""35 Sunset Boulevard, Kilkenny""",2025-11-09 21:49:27.0000000,COLLECTIONS,PAY OVER
33687,Michael Wilson,"""175 Pine Road, Belfast""",2025-10-19 13:14:21.0000000,INSOLVENCY,INS4
33783,Emma Garcia,"""158 Cedar Lane, Belfast""",2025-10-13 10:33:49.0000000,PAYING,PAY PROP
34002,James Johnson,"""200 Oak Street, Waterford""",2025-11-24 13:04:40.0000000,COLLECTIONS,CANCEL4
34083,Michael Davis,"""37 Hillcrest Road, Cork""",2025-10-29 23:21:21.0000000,PAYING,PAY CURR
34108,Laura Jones,"""183 Pine Road, Galway""",2025-09-11 08:09:11.0000000,SETTLED,SETTLED
34177,Sarah Jones,"""63 Hillcrest Road, Limerick""",2025-11-12 06:22:53.0000000,INSOLVENCY,INS4
34223,Sophia Davis,"""55 Riverside Drive, Belfast""",2025-10-18 00:12:49.0000000,LEGAL,LEG VERIF 2
34629,Alex Martinez,"""67 Sunset Boulevard, Galway""",2025-07-19 04:15:21.0000000,INSOLVENCY,INS2
34650,Daniel Miller,"""37 Elm Street, Belfast""",2025-07-20 19:46:28.0000000,INSOLVENCY,INS4
35227,Emma Brown,"""44 Hillcrest Road, Sligo""",2025-11-01 03:33:35.0000000,COLLECTIONS,CANCEL4
35401,John Miller,"""164 Sunset Boulevard, Belfast""",2025-10-30 02:34:53.0000000,OTHER,ARCHIVED
35504,Daniel Garcia,"""53 Cedar Lane, Kilkenny""",2025-10-06 11:37:18.0000000,OTHER,ARCHIVED
35861,David Johnson,"""103 Cedar Lane, Galway""",2025-11-15 03:14:46.0000000,SETTLED,SETTLED
35919,Olivia Rodriguez,"""168 Elm Street, Belfast""",2025-11-14 18:16:44.0000000,COLLECTIONS,PRIME
36291,David Davis,"""39 Elm Street, Dublin""",2025-11-08 16:53:22.0000000,INSOLVENCY,INS3
36313,David Smith,"""102 Sunset Boulevard, Sligo""",2025-11-19 21:45:44.0000000,OTHER,ARCHIVED
36459,Sarah Williams,"""52 Oak Street, Belfast""",2025-11-03 02:10:57.0000000,INSOLVENCY,INS2
36810,Maria Martinez,"""81 Riverside Drive, Belfast""",2025-11-05 04:05:12.0000000,SETTLED,SETTLED
37628,Maria Johnson,"""30 Pine Road, Cork""",2025-09-22 01:18:32.0000000,OTHER,ARCHIVED
37744,Sophia Miller,"""115 Oak Street, Limerick""",2025-09-16 02:52:34.0000000,COLLECTIONS,CANCEL2
37781,David Wilson,"""105 Riverside Drive, Belfast""",2025-11-20 13:58:43.0000000,LEGAL,LEG VERIF 1
37798,Sarah Wilson,"""54 Elm Street, Cork""",2025-11-22 04:08:19.0000000,PAYING,PAY PROP
37988,Olivia Martinez,"""80 Sunset Boulevard, Belfast""",2025-10-16 05:02:58.0000000,SETTLED,SETTLED
38621,John Wilson,"""37 Maple Avenue, Dublin""",2025-10-17 15:27:23.0000000,SETTLED,SETTLED
38899,Laura Smith,"""119 Sunset Boulevard, Waterford""",2025-10-18 04:47:26.0000000,SETTLED,SETTLED
38921,David Rodriguez,"""132 Pine Road, Belfast""",2025-08-12 18:29:45.0000000,COLLECTIONS,TELSOLUTIONS4
39116,Olivia Johnson,"""62 Oak Street, Cork""",2025-09-22 16:23:57.0000000,OTHER,ARCHIVED
39175,Laura Wilson,"""123 Elm Street, Kilkenny""",2025-10-18 15:26:00.0000000,COLLECTIONS,CASSIST2
39313,John Jones,"""90 Riverside Drive, Waterford""",2025-06-23 11:30:52.0000000,LEGAL,LEG VERIF 2
39453,James Smith,"""166 Cedar Lane, Limerick""",2025-08-23 09:05:50.0000000,SETTLED,SETTLED
39629,Michael Jones,"""178 Cedar Lane, Sligo""",2025-10-14 01:50:10.0000000,TRACE,GONEAWAY
39643,Emma Davis,"""33 Elm Street, Cork""",2025-08-31 17:42:09.0000000,LEGAL,HOLD FO
39776,Maria Davis,"""113 Maple Avenue, Kilkenny""",2025-08-02 09:16:17.0000000,PAYING,PAY CURR
39966,Alex Johnson,"""2 Riverside Drive, Limerick""",2025-07-02 00:12:26.0000000,SETTLED,SETTLED
40079,Sarah Wilson,"""112 Elm Street, Belfast""",2025-06-23 22:46:07.0000000,INSOLVENCY,INS3
40198,Alex Williams,"""6 Maple Avenue, Kilkenny""",2025-11-23 03:15:51.0000000,COLLECTIONS,CANCEL4
40540,Daniel Martinez,"""168 Pine Road, Cork""",2025-10-06 03:37:40.0000000,TRACE,GONEAWAY
40659,Sophia Rodriguez,"""173 Sunset Boulevard, Kilkenny""",2025-11-13 04:34:09.0000000,INSOLVENCY,INS4
40733,Daniel Miller,"""77 Cedar Lane, Belfast""",2025-10-16 15:53:47.0000000,INSOLVENCY,INS4
40856,Alex Rodriguez,"""39 Elm Street, Sligo""",2025-10-15 19:42:46.0000000,PAYING,PAY CURR
40987,Sophia Martinez,"""72 Pine Road, Cork""",2025-10-31 05:38:02.0000000,INSOLVENCY,INS3
41546,David Williams,"""178 Sunset Boulevard, Cork""",2025-09-20 09:06:45.0000000,INSOLVENCY,INS2
41740,John Johnson,"""78 Cedar Lane, Dublin""",2025-09-22 16:55:06.0000000,SETTLED,SETTLED
41979,Daniel Williams,"""168 Elm Street, Cork""",2025-11-06 10:01:46.0000000,COLLECTIONS,CASSIST2
42247,Alex Jones,"""21 Cedar Lane, Waterford""",2025-10-14 17:01:55.0000000,PAYING,PAY PROP
42252,Sophia Johnson,"""150 Sunset Boulevard, Kilkenny""",2025-10-08 19:42:49.0000000,COLLECTIONS,TELSOLUTIONS4
42371,David Williams,"""102 Elm Street, Belfast""",2025-10-16 01:54:34.0000000,INSOLVENCY,INS2
42494,Olivia Rodriguez,"""146 Pine Road, Waterford""",2025-11-10 23:49:33.0000000,COLLECTIONS,PRIME
42747,Sarah Brown,"""179 Hillcrest Road, Waterford""",2025-10-21 21:17:50.0000000,TRACE,GONEAWAY
43108,Maria Martinez,"""109 Sunset Boulevard, Kilkenny""",2025-10-23 00:17:13.0000000,INSOLVENCY,INSP
43314,Michael Miller,"""13 Elm Street, Belfast""",2025-11-14 15:41:23.0000000,COLLECTIONS,PRIME
43403,Laura Brown,"""183 Hillcrest Road, Dublin""",2025-10-02 19:09:02.0000000,LEGAL,LEG_TIT
43882,David Smith,"""20 Sunset Boulevard, Belfast""",2025-11-01 07:56:52.0000000,COLLECTIONS,CASSIST2
44060,Sarah Davis,"""151 Cedar Lane, Kilkenny""",2025-11-01 06:19:39.0000000,OTHER,ARCHIVED
44286,Sophia Davis,"""160 Cedar Lane, Cork""",2025-10-06 23:51:37.0000000,INSOLVENCY,INS1
44289,Michael Miller,"""68 Riverside Drive, Galway""",2025-10-27 06:29:00.0000000,LEGAL,LEG VERIF 1
44476,David Martinez,"""26 Cedar Lane, Cork""",2025-10-15 06:04:17.0000000,INSOLVENCY,INS1
44502,Maria Williams,"""27 Elm Street, Kilkenny""",2025-11-11 07:34:16.0000000,COLLECTIONS,CANCEL4
45153,Sophia Davis,"""16 Maple Avenue, Kilkenny""",2025-08-02 06:56:08.0000000,SETTLED,SETTLED
45393,Emma Wilson,"""84 Sunset Boulevard, Galway""",2025-11-05 21:00:52.0000000,INSOLVENCY,INS2
45495,Michael Smith,"""140 Elm Street, Kilkenny""",2025-10-27 22:02:44.0000000,TRACE,GONEAWAY
45539,James Johnson,"""88 Maple Avenue, Sligo""",2025-11-01 16:04:29.0000000,LEGAL,HOLD FO
45548,Maria Wilson,"""163 Maple Avenue, Dublin""",2025-06-06 16:32:13.0000000,SETTLED,SETTLED
45571,Emma Martinez,"""93 Cedar Lane, Limerick""",2025-08-21 21:23:21.0000000,PAYING,PAY CURR
46155,Sophia Smith,"""130 Cedar Lane, Galway""",2025-10-19 16:51:40.0000000,INSOLVENCY,INS2
46369,Emma Jones,"""85 Sunset Boulevard, Sligo""",2025-09-21 09:41:17.0000000,TRACE,GONEAWAY
46494,Laura Johnson,"""178 Cedar Lane, Sligo""",2025-08-27 21:35:28.0000000,SETTLED,SETTLED
46545,David Davis,"""101 Sunset Boulevard, Waterford""",2025-09-30 02:58:05.0000000,TRACE,GONEAWAY
46588,Laura Miller,"""68 Cedar Lane, Dublin""",2025-09-06 17:31:46.0000000,OTHER,ARCHIVED
46662,Michael Johnson,"""87 Elm Street, Kilkenny""",2025-10-31 19:59:08.0000000,LEGAL,HOLD FO
46986,James Martinez,"""81 Hillcrest Road, Belfast""",2025-10-16 22:24:32.0000000,INSOLVENCY,INSP
46992,James Williams,"""15 Cedar Lane, Dublin""",2025-08-28 05:35:10.0000000,LEGAL,LEG VERIF 1
47103,Daniel Davis,"""33 Pine Road, Sligo""",2025-10-22 05:45:19.0000000,COLLECTIONS,PAY OVER
47450,Olivia Smith,"""2 Cedar Lane, Limerick""",2025-08-29 18:41:17.0000000,OTHER,ARCHIVED
47532,Sophia Jones,"""89 Riverside Drive, Sligo""",2025-10-30 11:04:12.0000000,PAYING,PAY PROP
47543,Alex Davis,"""157 Sunset Boulevard, Cork""",2025-10-23 22:33:24.0000000,PAYING,PAY CURR
47801,John Johnson,"""44 Cedar Lane, Dublin""",2025-11-06 23:38:18.0000000,INSOLVENCY,INSP
47808,James Garcia,"""200 Elm Street, Belfast""",2025-10-16 18:05:07.0000000,SETTLED,SETTLED
47857,James Garcia,"""133 Cedar Lane, Dublin""",2025-11-07 03:17:00.0000000,PAYING,PAY PROP
47862,James Williams,"""77 Riverside Drive, Galway""",2025-10-06 11:16:02.0000000,LEGAL,LEG_NOT
47933,Emma Brown,"""79 Elm Street, Kilkenny""",2025-11-01 22:44:48.0000000,COLLECTIONS,CANCEL4
47984,Sarah Brown,"""111 Riverside Drive, Kilkenny""",2025-07-10 02:28:05.0000000,COLLECTIONS,TELSOLUTIONS4
48354,Michael Smith,"""186 Sunset Boulevard, Kilkenny""",2025-10-08 12:11:59.0000000,OTHER,ARCHIVED
48388,Alex Smith,"""63 Hillcrest Road, Limerick""",2025-09-06 23:37:47.0000000,PAYING,PAY PROP
48606,John Martinez,"""33 Elm Street, Waterford""",2025-10-27 21:04:33.0000000,TRACE,GONEAWAY
48786,Sophia Martinez,"""56 Hillcrest Road, Dublin""",2025-11-06 17:19:45.0000000,PAYING,PAY CURR
48880,Alex Martinez,"""85 Pine Road, Kilkenny""",2025-11-05 13:45:55.0000000,PAYING,PAY PROP
49171,John Martinez,"""172 Hillcrest Road, Dublin""",2025-11-08 02:48:15.0000000,TRACE,GONEAWAY
49823,Alex Jones,"""1 Maple Avenue, Belfast""",2025-10-14 01:00:49.0000000,OTHER,ARCHIVED
49999,James Miller,"""47 Riverside Drive, Limerick""",2025-10-03 06:09:54.0000000,OTHER,ARCHIVED
50515,Sarah Miller,"""153 Pine Road, Limerick""",2025-10-20 02:39:49.0000000,LEGAL,LEG VERIF 1
50973,Emma Miller,"""128 Maple Avenue, Galway""",2025-11-03 17:42:41.0000000,TRACE,GONEAWAY
51089,Laura Garcia,"""41 Maple Avenue, Galway""",2025-11-14 16:15:03.0000000,COLLECTIONS,CANCEL4
51216,Olivia Martinez,"""180 Pine Road, Waterford""",2025-09-17 02:56:02.0000000,LEGAL,LEG_TIT
51246,Sarah Williams,"""142 Oak Street, Limerick""",2025-08-26 20:32:13.0000000,COLLECTIONS,PRIME
51596,James Rodriguez,"""150 Oak Street, Sligo""",2025-11-19 01:50:55.0000000,LEGAL,LEG_NOT
52017,Maria Wilson,"""152 Riverside Drive, Sligo""",2025-10-31 23:04:35.0000000,SETTLED,SETTLED
52055,Maria Garcia,"""136 Sunset Boulevard, Limerick""",2025-02-17 04:46:34.0000000,INSOLVENCY,INS3
52087,Maria Brown,"""120 Hillcrest Road, Belfast""",2025-11-15 06:34:47.0000000,PAYING,PAY PROP
52137,David Brown,"""158 Cedar Lane, Sligo""",2025-10-27 10:15:50.0000000,COLLECTIONS,CANCEL2
52219,David Davis,"""157 Oak Street, Kilkenny""",2025-11-10 13:26:30.0000000,OTHER,ARCHIVED
52436,Michael Rodriguez,"""82 Elm Street, Waterford""",2025-11-26 12:31:36.0000000,TRACE,GONEAWAY
52609,Sophia Brown,"""53 Pine Road, Limerick""",2025-11-13 09:47:22.0000000,PAYING,PAY PROP
52697,Sarah Davis,"""39 Hillcrest Road, Sligo""",2025-11-19 13:57:16.0000000,OTHER,ARCHIVED
53016,Laura Johnson,"""197 Oak Street, Belfast""",2025-11-23 22:23:51.0000000,PAYING,PAY CURR
53017,Daniel Smith,"""120 Hillcrest Road, Belfast""",2025-10-27 15:50:10.0000000,PAYING,PAY PROP
53131,Emma Garcia,"""41 Elm Street, Sligo""",2025-11-26 07:29:36.0000000,INSOLVENCY,INS1
54123,Olivia Rodriguez,"""79 Pine Road, Limerick""",2025-09-18 19:10:36.0000000,PAYING,PAY CURR
54275,Alex Jones,"""90 Oak Street, Sligo""",2025-10-02 15:21:01.0000000,PAYING,PAY PROP
54296,Alex Garcia,"""135 Oak Street, Belfast""",2025-11-10 19:38:09.0000000,TRACE,GONEAWAY
